0.04435276985168457
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.851 | MinDCF =0.522
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.521 | MinDCF =0.314
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.330 | MinDCF =0.315
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.682 | MinDCF =0.937
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.451 | MinDCF =0.978
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.678
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.459 | MinDCF =0.674
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.287
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.292 | MinDCF =0.288
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.850
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.461 | MinDCF =0.847
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.925
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.479 | MinDCF =0.924
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.376
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.410 | MinDCF =0.380
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.941
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.622 | MinDCF =0.967
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.513 | MinDCF =0.482
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.733 | MinDCF =0.478
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.507 | MinDCF =0.306
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.327 | MinDCF =0.306
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.561 | MinDCF =0.948
0.1 | 0.9 | SVM RBF | K = 0.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.535 | MinDCF =0.980
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.482
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.401 | MinDCF =0.484
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.231
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.244 | MinDCF =0.229
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.876
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.043 | MinDCF =0.883
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.464
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.745 | MinDCF =0.463
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.213
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.227 | MinDCF =0.213
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.766
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.523 | MinDCF =0.800
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.295
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.815 | MinDCF =0.296
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.211
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.295 | MinDCF =0.210
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.917
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.133 | MinDCF =0.915
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.407
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.278 | MinDCF =0.408
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.223
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.235 | MinDCF =0.222
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.864
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.073 | MinDCF =0.879
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.347
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.627 | MinDCF =0.347
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.186
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.189 | MinDCF =0.185
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.774
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.261 | MinDCF =0.798
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.315
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.599 | MinDCF =0.314
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.194
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.275 | MinDCF =0.195
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.912
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.152 | MinDCF =0.916
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.366
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.184 | MinDCF =0.368
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.213
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.228 | MinDCF =0.215
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.862
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.095 | MinDCF =0.878
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.294
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.585 | MinDCF =0.294
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.170
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.170 | MinDCF =0.168
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.773
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.115 | MinDCF =0.799
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.323
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.391 | MinDCF =0.322
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.182
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.256 | MinDCF =0.183
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.881
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.172 | MinDCF =0.877
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.353
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.094 | MinDCF =0.353
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.202
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.216 | MinDCF =0.204
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.861
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.063 | MinDCF =0.879
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.290
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.577 | MinDCF =0.291
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.161
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.166 | MinDCF =0.159
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.786
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.082 | MinDCF =0.824
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.335
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.178 | MinDCF =0.334
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.171
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.229 | MinDCF =0.172
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.859
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.116 | MinDCF =0.852
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.347
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.028 | MinDCF =0.348
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.191
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.207 | MinDCF =0.195
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.862
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.045 | MinDCF =0.869
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.671 | MinDCF =0.295
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.568 | MinDCF =0.295
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.667 | MinDCF =0.160
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.163 | MinDCF =0.158
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.997 | MinDCF =0.820
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.059 | MinDCF =0.846
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.341
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.059 | MinDCF =0.339
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.167
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.217 | MinDCF =0.169
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.843
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.114 | MinDCF =0.839
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.344
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.006 | MinDCF =0.344
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.188
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.206 | MinDCF =0.190
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.861
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.054 | MinDCF =0.869
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.329 | MinDCF =0.298
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.579 | MinDCF =0.299
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.301 | MinDCF =0.159
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.161 | MinDCF =0.158
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.678 | MinDCF =0.827
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.028 | MinDCF =0.851
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.349
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.993 | MinDCF =0.349
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.164
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.210 | MinDCF =0.169
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.846
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.106 | MinDCF =0.845
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.352
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.981 | MinDCF =0.352
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.191
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.205 | MinDCF =0.191
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.854
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.073 | MinDCF =0.865
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.356 | MinDCF =0.301
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.584 | MinDCF =0.301
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.188 | MinDCF =0.159
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.162 | MinDCF =0.158
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.523 | MinDCF =0.821
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =1.039 | MinDCF =0.848
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.353
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.956 | MinDCF =0.352
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.163
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.205 | MinDCF =0.169
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.847
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.091 | MinDCF =0.847
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.527 | MinDCF =0.356
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.972 | MinDCF =0.356
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.519 | MinDCF =0.193
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.205 | MinDCF =0.195
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.660 | MinDCF =0.846
0.1 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =1.082 | MinDCF =0.870
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.690 | MinDCF =0.302
0.1 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.589 | MinDCF =0.300
0.1 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.168 | MinDCF =0.158
