Full | Raw | PCA = 5 | ActDCF =0.397 | MinDCF =0.394
Full | Raw | PCA = 6 | ActDCF =0.399 | MinDCF =0.384
Full | Raw | PCA = 7 | ActDCF =0.364 | MinDCF =0.352
Full | Raw | PCA = 8 | ActDCF =0.357 | MinDCF =0.345
Full | Raw | PCA = 9 | ActDCF =0.321 | MinDCF =0.321
Full | Raw | PCA = 10 | ActDCF =0.370 | MinDCF =0.327
Full | Raw | PCA = 11 | ActDCF =0.362 | MinDCF =0.312
Full | Normalized | PCA = 5 | ActDCF =0.426 | MinDCF =0.384
Full | Normalized | PCA = 6 | ActDCF =0.390 | MinDCF =0.365
Full | Normalized | PCA = 7 | ActDCF =0.333 | MinDCF =0.325
Full | Normalized | PCA = 8 | ActDCF =0.315 | MinDCF =0.308
Full | Normalized | PCA = 9 | ActDCF =0.319 | MinDCF =0.307
Full | Normalized | PCA = 10 | ActDCF =0.316 | MinDCF =0.299
Full | Normalized | PCA = 11 | ActDCF =0.320 | MinDCF =0.304
Bayes | Raw | PCA = 5 | ActDCF =0.433 | MinDCF =0.414
Bayes | Raw | PCA = 6 | ActDCF =0.422 | MinDCF =0.414
Bayes | Raw | PCA = 7 | ActDCF =0.400 | MinDCF =0.396
Bayes | Raw | PCA = 8 | ActDCF =0.395 | MinDCF =0.389
Bayes | Raw | PCA = 9 | ActDCF =0.393 | MinDCF =0.383
Bayes | Raw | PCA = 10 | ActDCF =0.424 | MinDCF =0.387
Bayes | Raw | PCA = 11 | ActDCF =0.422 | MinDCF =0.384
Bayes | Normalized | PCA = 5 | ActDCF =0.473 | MinDCF =0.450
Bayes | Normalized | PCA = 6 | ActDCF =0.428 | MinDCF =0.423
Bayes | Normalized | PCA = 7 | ActDCF =0.437 | MinDCF =0.432
Bayes | Normalized | PCA = 8 | ActDCF =0.427 | MinDCF =0.420
Bayes | Normalized | PCA = 9 | ActDCF =0.429 | MinDCF =0.421
Bayes | Normalized | PCA = 10 | ActDCF =0.421 | MinDCF =0.411
Bayes | Normalized | PCA = 11 | ActDCF =0.415 | MinDCF =0.400
Tied | Raw | PCA = 5 | ActDCF =0.425 | MinDCF =0.420
Tied | Raw | PCA = 6 | ActDCF =0.407 | MinDCF =0.397
Tied | Raw | PCA = 7 | ActDCF =0.375 | MinDCF =0.371
Tied | Raw | PCA = 8 | ActDCF =0.368 | MinDCF =0.362
Tied | Raw | PCA = 9 | ActDCF =0.347 | MinDCF =0.338
Tied | Raw | PCA = 10 | ActDCF =0.351 | MinDCF =0.337
Tied | Raw | PCA = 11 | ActDCF =0.341 | MinDCF =0.334
Tied | Normalized | PCA = 5 | ActDCF =0.421 | MinDCF =0.384
Tied | Normalized | PCA = 6 | ActDCF =0.397 | MinDCF =0.368
Tied | Normalized | PCA = 7 | ActDCF =0.391 | MinDCF =0.380
Tied | Normalized | PCA = 8 | ActDCF =0.386 | MinDCF =0.383
Tied | Normalized | PCA = 9 | ActDCF =0.364 | MinDCF =0.356
Tied | Normalized | PCA = 10 | ActDCF =0.364 | MinDCF =0.354
Tied | Normalized | PCA = 11 | ActDCF =0.360 | MinDCF =0.356
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.984 | MinDCF =0.870
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.973 | MinDCF =0.861
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.962 | MinDCF =0.931
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =1.019 | MinDCF =0.884
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.977 | MinDCF =0.941
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.918 | MinDCF =0.882
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.969 | MinDCF =0.943
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.966 | MinDCF =0.894
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.955 | MinDCF =0.941
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.954 | MinDCF =0.923
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.997 | MinDCF =0.911
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.957 | MinDCF =0.843
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.926 | MinDCF =0.879
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.979 | MinDCF =0.874
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.857 | MinDCF =0.828
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.974 | MinDCF =0.899
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.997 | MinDCF =0.890
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.958 | MinDCF =0.896
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.973 | MinDCF =0.941
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.911 | MinDCF =0.871
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.959 | MinDCF =0.834
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.978 | MinDCF =0.902
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.962 | MinDCF =0.887
SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.978 | MinDCF =0.867
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.648 | MinDCF =0.634
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.652 | MinDCF =0.617
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.601 | MinDCF =0.581
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.568 | MinDCF =0.539
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.578 | MinDCF =0.561
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.555 | MinDCF =0.520
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.508 | MinDCF =0.497
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.403 | MinDCF =0.334
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.374 | MinDCF =0.342
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.321
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.323 | MinDCF =0.313
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.324 | MinDCF =0.302
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.321 | MinDCF =0.304
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.325 | MinDCF =0.299
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.359 | MinDCF =0.356
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.378 | MinDCF =0.370
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.375 | MinDCF =0.372
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.384 | MinDCF =0.366
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.393 | MinDCF =0.381
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.355 | MinDCF =0.352
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.352 | MinDCF =0.348
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.368 | MinDCF =0.340
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.354 | MinDCF =0.333
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.341 | MinDCF =0.327
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.330 | MinDCF =0.320
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.312 | MinDCF =0.298
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.318 | MinDCF =0.303
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.332 | MinDCF =0.323
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.648 | MinDCF =0.635
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.648 | MinDCF =0.619
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.600 | MinDCF =0.577
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.570 | MinDCF =0.539
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.588 | MinDCF =0.556
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.558 | MinDCF =0.523
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.514 | MinDCF =0.499
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.401 | MinDCF =0.333
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.377 | MinDCF =0.342
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.319
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.321 | MinDCF =0.309
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.325 | MinDCF =0.300
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.320 | MinDCF =0.297
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.326 | MinDCF =0.300
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.361 | MinDCF =0.356
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.378 | MinDCF =0.372
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.373 | MinDCF =0.372
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.384 | MinDCF =0.365
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.396 | MinDCF =0.383
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.368 | MinDCF =0.360
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.340 | MinDCF =0.334
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.365 | MinDCF =0.341
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.354 | MinDCF =0.332
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.338 | MinDCF =0.327
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.326 | MinDCF =0.312
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.323 | MinDCF =0.308
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.324 | MinDCF =0.312
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.338 | MinDCF =0.325
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.729 | MinDCF =0.633
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.714 | MinDCF =0.619
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.694 | MinDCF =0.555
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.670 | MinDCF =0.515
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.635 | MinDCF =0.518
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.596 | MinDCF =0.524
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.551 | MinDCF =0.474
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.410 | MinDCF =0.335
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.374 | MinDCF =0.342
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.321
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.319 | MinDCF =0.311
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.318 | MinDCF =0.303
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.321 | MinDCF =0.300
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.323 | MinDCF =0.300
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.485 | MinDCF =0.373
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.478 | MinDCF =0.378
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.416 | MinDCF =0.353
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.408 | MinDCF =0.362
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.405 | MinDCF =0.349
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.384 | MinDCF =0.347
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.353 | MinDCF =0.325
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.369 | MinDCF =0.341
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.352 | MinDCF =0.331
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.328
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.334 | MinDCF =0.319
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.322 | MinDCF =0.305
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.315 | MinDCF =0.304
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.338 | MinDCF =0.323
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.729 | MinDCF =0.635
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.714 | MinDCF =0.619
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.688 | MinDCF =0.557
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.667 | MinDCF =0.517
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.637 | MinDCF =0.520
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.599 | MinDCF =0.525
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.547 | MinDCF =0.476
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.409 | MinDCF =0.334
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.377 | MinDCF =0.342
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.319
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.321 | MinDCF =0.309
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.321 | MinDCF =0.303
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.323 | MinDCF =0.298
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.325 | MinDCF =0.299
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.485 | MinDCF =0.372
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.480 | MinDCF =0.378
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.417 | MinDCF =0.354
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.409 | MinDCF =0.363
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.404 | MinDCF =0.346
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.383 | MinDCF =0.353
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.358 | MinDCF =0.330
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.370 | MinDCF =0.341
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.359 | MinDCF =0.330
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.329
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.330 | MinDCF =0.314
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.323 | MinDCF =0.314
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.322 | MinDCF =0.316
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.338 | MinDCF =0.326
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.730 | MinDCF =0.635
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.714 | MinDCF =0.619
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.688 | MinDCF =0.557
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.673 | MinDCF =0.517
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.636 | MinDCF =0.523
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.595 | MinDCF =0.522
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.555 | MinDCF =0.476
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.411 | MinDCF =0.335
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.375 | MinDCF =0.339
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.319
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.325 | MinDCF =0.310
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.321 | MinDCF =0.302
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.318 | MinDCF =0.298
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.323 | MinDCF =0.298
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.485 | MinDCF =0.369
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.480 | MinDCF =0.381
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.417 | MinDCF =0.355
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.412 | MinDCF =0.361
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.406 | MinDCF =0.346
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.388 | MinDCF =0.351
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Normalized | PCA = 11 | ActDCF =0.355 | MinDCF =0.330
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 5 | ActDCF =0.372 | MinDCF =0.340
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 6 | ActDCF =0.357 | MinDCF =0.331
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 7 | ActDCF =0.343 | MinDCF =0.330
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 8 | ActDCF =0.330 | MinDCF =0.318
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 9 | ActDCF =0.314 | MinDCF =0.302
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 10 | ActDCF =0.317 | MinDCF =0.304
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Normalized | PCA = 11 | ActDCF =0.340 | MinDCF =0.322
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 5 | ActDCF =0.729 | MinDCF =0.634
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 6 | ActDCF =0.714 | MinDCF =0.618
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 7 | ActDCF =0.688 | MinDCF =0.559
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 8 | ActDCF =0.670 | MinDCF =0.516
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 9 | ActDCF =0.639 | MinDCF =0.522
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Normalized | PCA = 10 | ActDCF =0.600 | MinDCF =0.523
